TrialNumber,FrameNumber,MousePositionX,MousePositionY,TrackingAccuracy
8,6929,1704,534,8.583104
8,6930,1706,534,8.77541
8,6931,1708,534,8.985071
8,6932,1710,534,9.211287
9,7367,961,537,5.91608
9,7368,961,537,6.367606
9,7369,961,537,5.91608
9,7370,961,537,5.857676
9,7371,961,537,6.203571
9,7372,961,537,6.893239
9,7373,961,537,7.836424
9,7374,961,537,8.953222
9,7375,961,537,10.18661
9,7376,961,537,11.49984
9,7377,961,537,12.86762
9,7378,961,537,14.27477
9,7379,961,537,15.71031
9,7380,961,537,17.16772
9,7381,961,537,18.64147
9,7382,961,537,20.12776
9,7383,961,537,21.62417
9,7384,961,537,23.12962
9,7385,961,537,24.64101
9,7386,961,537,26.15835
9,7387,961,537,27.67985
9,7388,961,537,29.20567
9,7389,961,537,30.73488
9,7390,961,537,32.26646
9,7391,961,537,33.80057
9,7392,961,537,35.3376
9,7393,960,537,37.86342
9,7394,957,537,42.37381
9,7395,951,536,49.94142
9,7396,946,535,56.53223
9,7397,941,535,63.04501
9,7398,937,535,68.5713
9,7399,920,535,87.05212
9,7400,908,535,100.5723
9,7401,893,534,117.1429
9,7402,880,533,131.7225
9,7403,858,531,155.3414
9,7404,833,528,182.0233
9,7405,815,525,201.7384
9,7406,811,523,207.4346
9,7407,807,522,213.0556
9,7408,806,522,215.6049
9,7409,806,522,217.158
9,7410,808,524,216.5616
9,7411,815,529,210.817
9,7412,820,531,207.2849
9,7413,830,534,198.7419
9,7414,845,534,185.3116
9,7415,878,533,153.9461
9,7416,896,533,137.5338
9,7417,908,532,127.1739
9,7418,923,532,113.7742
9,7419,937,532,101.3809
9,7420,951,532,89.00104
9,7421,967,534,74.46966
9,7422,978,535,65.0033
9,7423,984,535,60.59017
9,7424,998,534,48.36983
9,7425,1016,531,32.94418
9,7426,1023,529,28.53733
9,7427,1025,528,28.54383
9,7428,1026,528,29.04225
9,7429,1028,527,29.08191
9,7430,1029,527,29.57348
9,7431,1029,527,30.95742
9,7432,1030,528,31.05738
9,7433,1031,528,31.56588
9,7434,1034,529,29.87607
9,7435,1041,530,24.57297
9,7436,1045,531,21.99874
9,7437,1048,532,20.32251
9,7438,1049,532,20.81888
9,7439,1054,532,17.81977
9,7440,1074,532,10.00236
9,7441,1101,532,30.2723
9,7442,1119,532,46.17971
9,7443,1123,532,48.57219
9,7444,1123,532,47.04425
9,7445,1122,532,44.53987
9,7446,1122,532,43.0179
9,7447,1122,532,41.4983
9,7448,1121,533,38.81831
9,7449,1119,534,35.17231
9,7450,1118,534,32.68218
9,7451,1119,534,32.14005
9,7452,1119,535,30.45043
9,7453,1119,535,28.93599
9,7454,1119,535,27.42729
9,7455,1119,535,25.92415
9,7456,1119,536,24.24344
9,7457,1119,537,22.58915
9,7458,1118,539,19.92804
9,7459,1117,540,17.43824
9,7460,1115,541,14.10162
9,7461,1114,541,11.75196
9,7462,1114,541,10.36979
9,7463,1114,541,9.044865
9,7464,1113,541,7.080086
9,7465,1113,541,6.102889
9,7466,1113,541,5.40543
9,7467,1113,541,5.104454
9,7468,1113,541,5.267888
9,7469,1113,541,5.857165
9,7470,1113,541,6.761867
9,7471,1114,541,7.141428
9,7472,1122,540,5.203619
9,7473,1135,537,14.14096
9,7474,1143,536,20.35675
9,7475,1148,536,23.64826
9,7476,1151,536,25.03887
9,7477,1152,535,24.68191
9,7478,1153,535,24.14691
9,7479,1155,535,24.56895
9,7480,1155,535,23.08067
9,7481,1156,535,22.54958
9,7482,1156,535,21.07458
9,7483,1156,535,19.61331
9,7484,1156,535,18.16822
9,7485,1158,535,18.57528
9,7486,1161,535,19.91538
9,7487,1163,536,20.1057
9,7488,1164,536,19.577
9,7489,1164,536,18.11131
9,7490,1164,536,16.66181
9,7491,1164,536,15.23468
9,7492,1165,536,14.72969
9,7493,1165,536,13.34296
9,7494,1165,537,11.70325
9,7495,1165,537,10.38066
9,7496,1165,537,9.133245
9,7497,1166,537,8.71061
9,7498,1166,537,7.62399
9,7499,1166,537,6.726337
9,7500,1167,538,6.066918
9,7501,1167,538,5.525097
9,7502,1168,538,5.427507
9,7503,1169,539,5.100377
9,7504,1171,539,5.129578
9,7505,1171,539,5.196058
9,7506,1172,539,5.331977
9,7507,1173,539,5.521188
9,7508,1175,540,5.273546
9,7509,1177,540,5.150261
9,7510,1180,540,5.004244
9,7511,1183,540,5.264307
9,7512,1186,541,5.961446
9,7513,1189,541,6.820561
9,7514,1192,541,7.851614
9,7515,1196,541,9.836744
9,7516,1197,541,9.363228
9,7517,1198,541,8.89993
9,7518,1198,541,7.674351
9,7519,1199,541,7.266106
9,7520,1201,541,7.586898
9,7521,1203,541,7.919308
9,7522,1205,541,8.261355
9,7523,1207,541,8.612963
9,7524,1208,541,8.169188
9,7525,1208,541,7.019228
9,7526,1210,541,7.329331
9,7527,1212,541,7.652298
9,7528,1214,541,7.98685
9,7529,1214,541,6.85978
9,7530,1214,541,5.931239
9,7531,1215,541,5.666125
9,7532,1216,541,5.445662
9,7533,1217,541,5.275542
9,7534,1219,541,5.405633
9,7535,1222,541,6.038833
9,7536,1224,541,6.286378
9,7537,1225,541,5.976868
9,7538,1225,541,5.332084
9,7539,1226,541,5.196199
9,7540,1228,541,5.298802
9,7541,1231,541,5.857466
9,7542,1232,541,5.603697
9,7543,1233,541,5.395778
9,7544,1233,541,5.103186
9,7545,1234,541,5.111184
9,7546,1235,541,5.179827
9,7547,1237,541,5.120666
9,7548,1239,541,5.099103
9,7549,1241,541,5.115646
9,7550,1243,541,5.16996
9,7551,1243,541,5.147637
9,7552,1244,541,5.253448
9,7553,1245,541,5.415101
9,7554,1248,541,5.113306
9,7555,1251,541,5.207846
9,7556,1253,540,5.220188
9,7557,1254,540,5.087875
9,7558,1254,540,5.037933
9,7559,1255,540,5.136526
9,7560,1258,540,5.007019
9,7561,1261,540,5.283051
9,7562,1265,539,6.57278
9,7563,1267,539,6.859617
9,7564,1268,539,6.499015
9,7565,1268,539,5.666179
9,7566,1268,539,5.179999
9,7567,1270,539,5.275479
9,7568,1272,539,5.405552
